,dist,temp,dTdP,pco20,gamma,popDeath,declineTime,peakPopList,carryCapList,anthroPopList,tempError,logGamma,logdTdP,logpco20,logpopDeath,logdeclineTime,logAnthroPop
1000,1.0705384615384617,273.15,0.0007987144758199008,14773.74,0.010982324042523636,76.01449168,461.888715555049,9.939337592,10.0,910.5540832049692,0.3509999999999991,-1.9593057462209125,-3.097608444387194,4.169490451693301,1.8808963956583775,2.66453735208842,2.9593057462209127
1001,1.0705384615384617,275.7141025641025,0.0008252581383962242,17024.976,0.011347299402948083,20.62141522,864.2385959617435,9.95331611,10.0,881.2669556777494,0.17189743589750606,-1.9451074859557027,-3.083410184121984,4.231086508363095,1.3143184670166466,2.936633657530542,2.945107485955703
1002,1.0705384615384617,278.2782051282051,0.0006728154098229815,21105.343,0.009251211885065997,10.85645952,1324.8279742136992,9.964433822,10.0,1080.9394622279437,0.4097948717948725,-2.0338013720693566,-3.1721040702356382,4.324392414618682,1.0356882173687718,3.1221594898200156,3.0338013720693566
1003,1.0705384615384617,280.84230769230766,0.0007205100427939749,25537.465,0.009907013088417155,9.89215836,1681.6170138275509,9.956250593999998,10.0,1009.3859683794667,0.29569230769232036,-2.004057263249138,-3.142359961415419,4.407177784424947,0.9952910602088366,3.225727092698226,3.004057263249138
1004,1.0705384615384617,283.40641025641025,0.00041747124270377016,30900.332,0.00574022958717684,5.360371687,2448.2602995664483,9.984117671,10.0,1742.0905990135145,0.3615897435897182,-2.241070737140352,-3.379373435306633,4.489963145605851,0.7291949046212207,3.3888575902119076,3.241070737140352
1005,1.0705384615384617,285.9705128205128,0.00035683349292299287,38393.257,0.004906460527691152,5.222397793,3334.3973620286074,9.977756117,10.0,2038.1291041804693,0.7074871794872024,-2.309231690689688,-3.4475343888559693,4.584254956012381,0.7178699492037172,3.523017353696298,3.309231690689688
1006,1.0705384615384617,288.53461538461534,0.0003133240823295299,45320.487,0.004308206132031036,4.097048425,4009.075747709735,9.981722804,10.0,2321.1517029445517,0.25038461538468937,-2.3657035254618144,-3.504006223628096,4.6562945680112255,0.6124710971203376,3.6030442619131744,3.3657035254618144
1007,1.0705384615384617,291.09871794871793,0.00022087140971705014,61800.665,0.0030369818836094393,3.23646124,6487.54946277604,9.986535689,10.0,3292.7427239424437,2.0772820512820545,-2.5175577987540825,-3.6558604969203636,4.790993148297176,0.5100704102555664,3.8120806820439985,3.517557798754082
1008,1.0705384615384617,293.6628205128205,0.0002111242508132672,64890.698,0.002902958448682424,2.078156177,8074.179093015467,9.989113945,10.0,3444.7616721964228,0.21217948717952595,-2.537159180371249,-3.6754618785375306,4.812182445693937,0.3176781824225955,3.9070983782481563,3.537159180371249
1009,1.0705384615384617,296.2269230769231,0.00019579077505397458,76612.394,0.0026921231569921504,1.993264406,8669.555363977986,9.989272055999999,10.0,3714.540315151398,0.0020769230769133173,-2.5699050762539097,-3.7082077744201913,4.8842990334758865,0.29956491157071147,3.93799682435942,3.5699050762539097
